ENSMUST00000193198	ENSMUSG00000102628	Gm37671
ENSMUST00000174419	ENSMUSG00000022216	Psme1
ENSMUST00000111828	ENSMUSG00000037697	Ddhd1
ENSMUST00000087320	ENSMUSG00000037697	Ddhd1
ENSMUST00000051310	ENSMUSG00000037697	Ddhd1
ENSMUST00000152110	ENSMUSG00000037697	Ddhd1
ENSMUST00000129599	ENSMUSG00000037697	Ddhd1
ENSMUST00000149286	ENSMUSG00000037697	Ddhd1
ENSMUST00000156758	ENSMUSG00000037697	Ddhd1
ENSMUST00000141487	ENSMUSG00000037697	Ddhd1
ENSMUST00000126428	ENSMUSG00000037697	Ddhd1
ENSMUST00000226301	ENSMUSG00000037697	Ddhd1
ENSMUST00000147551	ENSMUSG00000037697	Ddhd1
ENSMUST00000153547	ENSMUSG00000037697	Ddhd1
ENSMUST00000226559	ENSMUSG00000037697	Ddhd1
ENSMUST00000174352	ENSMUSG00000022217	Emc9
ENSMUST00000173169	ENSMUSG00000022217	Emc9
ENSMUST00000022828	ENSMUSG00000022217	Emc9
ENSMUST00000174618	ENSMUSG00000022217	Emc9
ENSMUST00000227258	ENSMUSG00000115148	Gm49125
ENSMUST00000175426	ENSMUSG00000093167	Mir5131
ENSMUST00000228352	ENSMUSG00000086124	A530076I17Rik
ENSMUST00000138379	ENSMUSG00000086124	A530076I17Rik
ENSMUST00000117730	ENSMUSG00000082475	Gm7206
ENSMUST00000117292	ENSMUSG00000082662	Gm15516
ENSMUST00000131006	ENSMUSG00000085866	Gm15218
ENSMUST00000121261	ENSMUSG00000084276	Gm8317
ENSMUST00000120730	ENSMUSG00000081840	Gm15220
ENSMUST00000226223	ENSMUSG00000115382	Gm46475
ENSMUST00000226359	ENSMUSG00000115000	Gm49192
ENSMUST00000117504	ENSMUSG00000083169	Gm6580
ENSMUST00000194871	ENSMUSG00000102763	Gm37257
ENSMUST00000227415	ENSMUSG00000044285	Ubb-ps
ENSMUST00000111388	ENSMUSG00000044285	Ubb-ps
ENSMUST00000141358	ENSMUSG00000079261	Gm15217
ENSMUST00000111826	ENSMUSG00000079261	Gm15217
ENSMUST00000147092	ENSMUSG00000079261	Gm15217
ENSMUST00000074077	ENSMUSG00000021835	Bmp4
ENSMUST00000100676	ENSMUSG00000021835	Bmp4
ENSMUST00000226759	ENSMUSG00000021835	Bmp4
ENSMUST00000135408	ENSMUSG00000021835	Bmp4
ENSMUST00000127359	ENSMUSG00000086746	Gm15222
ENSMUST00000228667	ENSMUSG00000086746	Gm15222
ENSMUST00000144439	ENSMUSG00000086168	Gm15221
ENSMUST00000226173	ENSMUSG00000115168	Gm48910
ENSMUST00000227092	ENSMUSG00000115296	Gm48911
ENSMUST00000227282	ENSMUSG00000115083	Gm34756
ENSMUST00000227980	ENSMUSG00000115158	Gm48912
ENSMUST00000228533	ENSMUSG00000115781	Gm49319
ENSMUST00000228663	ENSMUSG00000115781	Gm49319
ENSMUST00000228523	ENSMUSG00000115781	Gm49319
ENSMUST00000129910	ENSMUSG00000085380	E130120K24Rik
ENSMUST00000227803	ENSMUSG00000085123	Rubie
ENSMUST00000226162	ENSMUSG00000085123	Rubie
ENSMUST00000151828	ENSMUSG00000085123	Rubie
ENSMUST00000226569	ENSMUSG00000115665	4933425B07Rik
ENSMUST00000228452	ENSMUSG00000115665	4933425B07Rik
ENSMUST00000226841	ENSMUSG00000115828	Gm18761
ENSMUST00000226949	ENSMUSG00000115015	D330046F09Rik
ENSMUST00000226186	ENSMUSG00000115421	Gm48917
ENSMUST00000227500	ENSMUSG00000115421	Gm48917
ENSMUST00000226531	ENSMUSG00000115690	Gm48924
ENSMUST00000161807	ENSMUSG00000079197	Psme2
ENSMUST00000161573	ENSMUSG00000079197	Psme2
ENSMUST00000162700	ENSMUSG00000079197	Psme2
ENSMUST00000161027	ENSMUSG00000079197	Psme2
ENSMUST00000159687	ENSMUSG00000079197	Psme2
ENSMUST00000159282	ENSMUSG00000079197	Psme2
ENSMUST00000162496	ENSMUSG00000079197	Psme2
ENSMUST00000159845	ENSMUSG00000079197	Psme2
ENSMUST00000159297	ENSMUSG00000079197	Psme2
ENSMUST00000111378	ENSMUSG00000079197	Psme2
ENSMUST00000067426	ENSMUSG00000037628	Cdkn3
ENSMUST00000227149	ENSMUSG00000037628	Cdkn3
ENSMUST00000228106	ENSMUSG00000037628	Cdkn3
ENSMUST00000226621	ENSMUSG00000037628	Cdkn3
ENSMUST00000015903	ENSMUSG00000015759	Cnih1
ENSMUST00000227583	ENSMUSG00000015759	Cnih1
ENSMUST00000146629	ENSMUSG00000015759	Cnih1
ENSMUST00000226700	ENSMUSG00000115003	Gm48933
ENSMUST00000228616	ENSMUSG00000115041	Gm48939
ENSMUST00000019443	ENSMUSG00000047098	Rnf31
ENSMUST00000137296	ENSMUSG00000047098	Rnf31
ENSMUST00000140178	ENSMUSG00000047098	Rnf31
ENSMUST00000126544	ENSMUSG00000047098	Rnf31
ENSMUST00000133903	ENSMUSG00000047098	Rnf31
ENSMUST00000227664	ENSMUSG00000047098	Rnf31
ENSMUST00000227708	ENSMUSG00000047098	Rnf31
ENSMUST00000111817	ENSMUSG00000062014	Gmfb
ENSMUST00000226937	ENSMUSG00000062014	Gmfb
ENSMUST00000226333	ENSMUSG00000062014	Gmfb
ENSMUST00000228065	ENSMUSG00000062014	Gmfb
ENSMUST00000228515	ENSMUSG00000062014	Gmfb
ENSMUST00000145958	ENSMUSG00000062014	Gmfb
ENSMUST00000226842	ENSMUSG00000062014	Gmfb
ENSMUST00000079314	ENSMUSG00000062014	Gmfb
ENSMUST00000181311	ENSMUSG00000061510	Gm10101
ENSMUST00000074862	ENSMUSG00000061510	Gm10101
ENSMUST00000068532	ENSMUSG00000055128	Cgrrf1
ENSMUST00000140114	ENSMUSG00000055128	Cgrrf1
ENSMUST00000226861	ENSMUSG00000055128	Cgrrf1
ENSMUST00000133989	ENSMUSG00000055128	Cgrrf1
ENSMUST00000133790	ENSMUSG00000055128	Cgrrf1
ENSMUST00000228424	ENSMUSG00000115417	Gm48949
ENSMUST00000228370	ENSMUSG00000115100	Gm34934
ENSMUST00000227016	ENSMUSG00000115100	Gm34934
ENSMUST00000228024	ENSMUSG00000115100	Gm34934
ENSMUST00000134863	ENSMUSG00000002325	Irf9
ENSMUST00000130697	ENSMUSG00000002325	Irf9
ENSMUST00000136109	ENSMUSG00000002325	Irf9
ENSMUST00000138037	ENSMUSG00000002325	Irf9
ENSMUST00000145680	ENSMUSG00000002325	Irf9
ENSMUST00000126269	ENSMUSG00000002325	Irf9
ENSMUST00000226275	ENSMUSG00000002325	Irf9
ENSMUST00000145596	ENSMUSG00000063142	Kcnma1
ENSMUST00000188285	ENSMUSG00000063142	Kcnma1
ENSMUST00000225431	ENSMUSG00000063142	Kcnma1
ENSMUST00000188210	ENSMUSG00000063142	Kcnma1
ENSMUST00000224787	ENSMUSG00000063142	Kcnma1
ENSMUST00000224025	ENSMUSG00000063142	Kcnma1
ENSMUST00000190044	ENSMUSG00000063142	Kcnma1
ENSMUST00000225315	ENSMUSG00000063142	Kcnma1
ENSMUST00000225794	ENSMUSG00000063142	Kcnma1
ENSMUST00000225556	ENSMUSG00000063142	Kcnma1
ENSMUST00000190985	ENSMUSG00000063142	Kcnma1
ENSMUST00000223727	ENSMUSG00000063142	Kcnma1
ENSMUST00000223655	ENSMUSG00000063142	Kcnma1
ENSMUST00000224077	ENSMUSG00000063142	Kcnma1
ENSMUST00000188991	ENSMUSG00000063142	Kcnma1
ENSMUST00000224468	ENSMUSG00000063142	Kcnma1
ENSMUST00000224812	ENSMUSG00000063142	Kcnma1
ENSMUST00000224285	ENSMUSG00000063142	Kcnma1
ENSMUST00000225471	ENSMUSG00000063142	Kcnma1
ENSMUST00000224232	ENSMUSG00000063142	Kcnma1
ENSMUST00000223749	ENSMUSG00000063142	Kcnma1
ENSMUST00000212542	ENSMUSG00000063142	Kcnma1
ENSMUST00000226051	ENSMUSG00000063142	Kcnma1
ENSMUST00000224933	ENSMUSG00000063142	Kcnma1
ENSMUST00000212576	ENSMUSG00000063142	Kcnma1
ENSMUST00000223847	ENSMUSG00000063142	Kcnma1
ENSMUST00000225305	ENSMUSG00000063142	Kcnma1
ENSMUST00000224465	ENSMUSG00000063142	Kcnma1
ENSMUST00000190339	ENSMUSG00000063142	Kcnma1
ENSMUST00000065788	ENSMUSG00000063142	Kcnma1
ENSMUST00000100831	ENSMUSG00000063142	Kcnma1
ENSMUST00000074983	ENSMUSG00000063142	Kcnma1
ENSMUST00000112423	ENSMUSG00000063142	Kcnma1
ENSMUST00000172099	ENSMUSG00000063142	Kcnma1
ENSMUST00000177634	ENSMUSG00000063142	Kcnma1
ENSMUST00000163322	ENSMUSG00000063142	Kcnma1
ENSMUST00000179836	ENSMUSG00000063142	Kcnma1
ENSMUST00000179097	ENSMUSG00000063142	Kcnma1
ENSMUST00000002395	ENSMUSG00000002324	Rec8
ENSMUST00000227922	ENSMUSG00000002324	Rec8
ENSMUST00000141425	ENSMUSG00000002324	Rec8
ENSMUST00000155193	ENSMUSG00000002324	Rec8
ENSMUST00000225611	ENSMUSG00000114803	Gm46443
ENSMUST00000224401	ENSMUSG00000114751	5430425E15Rik
ENSMUST00000191517	ENSMUSG00000100100	Gm29626
ENSMUST00000187439	ENSMUSG00000100100	Gm29626
ENSMUST00000223609	ENSMUSG00000114953	4930519K11Rik
ENSMUST00000223837	ENSMUSG00000114953	4930519K11Rik
ENSMUST00000224007	ENSMUSG00000114722	Gm31392
ENSMUST00000109467	ENSMUSG00000090381	Gm6158
ENSMUST00000238857	ENSMUSG00000118519	Gm52992
ENSMUST00000199094	ENSMUSG00000105723	Mir7210
ENSMUST00000239043	ENSMUSG00000118498	Gm52991
ENSMUST00000047131	ENSMUSG00000002319	Ipo4
ENSMUST00000148351	ENSMUSG00000002319	Ipo4
ENSMUST00000141848	ENSMUSG00000002319	Ipo4
ENSMUST00000155464	ENSMUSG00000002319	Ipo4
ENSMUST00000146528	ENSMUSG00000002319	Ipo4
ENSMUST00000141499	ENSMUSG00000002319	Ipo4
ENSMUST00000135221	ENSMUSG00000002319	Ipo4
ENSMUST00000126064	ENSMUSG00000002319	Ipo4
ENSMUST00000228754	ENSMUSG00000002319	Ipo4
ENSMUST00000127773	ENSMUSG00000002319	Ipo4
ENSMUST00000150951	ENSMUSG00000002319	Ipo4
ENSMUST00000148942	ENSMUSG00000002319	Ipo4
ENSMUST00000125133	ENSMUSG00000002319	Ipo4
ENSMUST00000156420	ENSMUSG00000115232	Gm49378
ENSMUST00000022386	ENSMUSG00000021838	Samd4
ENSMUST00000228404	ENSMUSG00000021838	Samd4
ENSMUST00000100672	ENSMUSG00000021838	Samd4
ENSMUST00000141767	ENSMUSG00000021838	Samd4
ENSMUST00000137543	ENSMUSG00000021838	Samd4
ENSMUST00000125113	ENSMUSG00000021838	Samd4
ENSMUST00000140571	ENSMUSG00000021838	Samd4
ENSMUST00000226684	ENSMUSG00000021838	Samd4
ENSMUST00000125688	ENSMUSG00000021838	Samd4
ENSMUST00000227848	ENSMUSG00000021838	Samd4
ENSMUST00000130046	ENSMUSG00000021838	Samd4
ENSMUST00000228355	ENSMUSG00000115410	2810457G06Rik
ENSMUST00000228844	ENSMUSG00000114996	Gm48958
ENSMUST00000184478	ENSMUSG00000099036	Mir378c
ENSMUST00000161397	ENSMUSG00000089870	Gm15562
ENSMUST00000127429	ENSMUSG00000072589	Gm10371
ENSMUST00000228010	ENSMUSG00000072589	Gm10371
ENSMUST00000228734	ENSMUSG00000115207	Gm49132
ENSMUST00000089959	ENSMUSG00000037580	Gch1
ENSMUST00000227883	ENSMUSG00000037580	Gch1
ENSMUST00000226396	ENSMUSG00000115098	Gm49134
ENSMUST00000226918	ENSMUSG00000115764	Gm18811
ENSMUST00000228847	ENSMUSG00000115566	Gm49136
ENSMUST00000120041	ENSMUSG00000002320	Tm9sf1
ENSMUST00000122358	ENSMUSG00000002320	Tm9sf1
ENSMUST00000121937	ENSMUSG00000002320	Tm9sf1
ENSMUST00000121791	ENSMUSG00000002320	Tm9sf1
ENSMUST00000149726	ENSMUSG00000002320	Tm9sf1
ENSMUST00000002391	ENSMUSG00000002320	Tm9sf1
ENSMUST00000132338	ENSMUSG00000002320	Tm9sf1
ENSMUST00000130167	ENSMUSG00000002320	Tm9sf1
ENSMUST00000127473	ENSMUSG00000002320	Tm9sf1
ENSMUST00000139313	ENSMUSG00000002320	Tm9sf1
ENSMUST00000146588	ENSMUSG00000002320	Tm9sf1
ENSMUST00000138085	ENSMUSG00000002320	Tm9sf1
ENSMUST00000133707	ENSMUSG00000002320	Tm9sf1
ENSMUST00000228007	ENSMUSG00000115222	Gm49747
ENSMUST00000007735	ENSMUSG00000007591	Tssk4
ENSMUST00000164809	ENSMUSG00000007591	Tssk4
ENSMUST00000228395	ENSMUSG00000007591	Tssk4
ENSMUST00000226591	ENSMUSG00000007591	Tssk4
ENSMUST00000227297	ENSMUSG00000007591	Tssk4
ENSMUST00000226497	ENSMUSG00000007591	Tssk4
ENSMUST00000228041	ENSMUSG00000007591	Tssk4
ENSMUST00000227568	ENSMUSG00000115600	Gm49299
ENSMUST00000002400	ENSMUSG00000002329	Mdp1
ENSMUST00000226659	ENSMUSG00000002329	Mdp1
ENSMUST00000228093	ENSMUSG00000002329	Mdp1
ENSMUST00000010520	ENSMUSG00000010376	Nedd8
ENSMUST00000227250	ENSMUSG00000010376	Nedd8
ENSMUST00000228414	ENSMUSG00000010376	Nedd8
ENSMUST00000227157	ENSMUSG00000010376	Nedd8
ENSMUST00000163750	ENSMUSG00000010376	Nedd8
ENSMUST00000226735	ENSMUSG00000002326	Gmpr2
ENSMUST00000002397	ENSMUSG00000002326	Gmpr2
ENSMUST00000226787	ENSMUSG00000002326	Gmpr2
ENSMUST00000227178	ENSMUSG00000002326	Gmpr2
ENSMUST00000227914	ENSMUSG00000002326	Gmpr2
ENSMUST00000227696	ENSMUSG00000002326	Gmpr2
ENSMUST00000226819	ENSMUSG00000007589	Tinf2
ENSMUST00000227842	ENSMUSG00000007589	Tinf2
ENSMUST00000227996	ENSMUSG00000007589	Tinf2
ENSMUST00000228264	ENSMUSG00000007589	Tinf2
ENSMUST00000007733	ENSMUSG00000007589	Tinf2
ENSMUST00000226641	ENSMUSG00000007589	Tinf2
ENSMUST00000226314	ENSMUSG00000007589	Tinf2
ENSMUST00000227873	ENSMUSG00000007589	Tinf2
ENSMUST00000228683	ENSMUSG00000007589	Tinf2
ENSMUST00000227106	ENSMUSG00000115154	Gm49067
ENSMUST00000157777	ENSMUSG00000088402	Gm25887
ENSMUST00000002389	ENSMUSG00000022218	Tgm1
ENSMUST00000178034	ENSMUSG00000022218	Tgm1
ENSMUST00000226907	ENSMUSG00000022218	Tgm1
ENSMUST00000227958	ENSMUSG00000022218	Tgm1
ENSMUST00000228123	ENSMUSG00000022218	Tgm1
ENSMUST00000168729	ENSMUSG00000022218	Tgm1
ENSMUST00000227061	ENSMUSG00000040472	Rabggta
ENSMUST00000169237	ENSMUSG00000040472	Rabggta
ENSMUST00000062861	ENSMUSG00000040472	Rabggta
ENSMUST00000228826	ENSMUSG00000040472	Rabggta
ENSMUST00000228604	ENSMUSG00000040472	Rabggta
ENSMUST00000228899	ENSMUSG00000040472	Rabggta
ENSMUST00000163889	ENSMUSG00000040472	Rabggta
ENSMUST00000226209	ENSMUSG00000040472	Rabggta
ENSMUST00000227617	ENSMUSG00000040472	Rabggta
ENSMUST00000227132	ENSMUSG00000040472	Rabggta
ENSMUST00000155969	ENSMUSG00000002332	Dhrs1
ENSMUST00000128802	ENSMUSG00000002332	Dhrs1
ENSMUST00000002403	ENSMUSG00000002332	Dhrs1
ENSMUST00000142043	ENSMUSG00000002332	Dhrs1
ENSMUST00000019441	ENSMUSG00000019297	Nop9
ENSMUST00000227300	ENSMUSG00000019297	Nop9
ENSMUST00000001497	ENSMUSG00000022219	Cideb
ENSMUST00000136270	ENSMUSG00000022219	Cideb
ENSMUST00000044554	ENSMUSG00000040432	Ltb4r2
ENSMUST00000228302	ENSMUSG00000040432	Ltb4r2
ENSMUST00000057569	ENSMUSG00000046908	Ltb4r1
ENSMUST00000170223	ENSMUSG00000022220	Adcy4
ENSMUST00000002398	ENSMUSG00000022220	Adcy4
ENSMUST00000226361	ENSMUSG00000022220	Adcy4
ENSMUST00000226575	ENSMUSG00000022220	Adcy4
ENSMUST00000228933	ENSMUSG00000022220	Adcy4
ENSMUST00000227031	ENSMUSG00000022220	Adcy4
ENSMUST00000022830	ENSMUSG00000022221	Ripk3
ENSMUST00000228077	ENSMUSG00000022221	Ripk3
ENSMUST00000178399	ENSMUSG00000022221	Ripk3
ENSMUST00000228476	ENSMUSG00000022221	Ripk3
ENSMUST00000228175	ENSMUSG00000022221	Ripk3
ENSMUST00000227072	ENSMUSG00000022221	Ripk3
ENSMUST00000228326	ENSMUSG00000022221	Ripk3
ENSMUST00000226203	ENSMUSG00000022221	Ripk3
ENSMUST00000168716	ENSMUSG00000022221	Ripk3
ENSMUST00000226979	ENSMUSG00000023411	Nfatc4
ENSMUST00000024179	ENSMUSG00000023411	Nfatc4
ENSMUST00000172271	ENSMUSG00000023411	Nfatc4
ENSMUST00000226357	ENSMUSG00000023411	Nfatc4
ENSMUST00000227746	ENSMUSG00000023411	Nfatc4
ENSMUST00000228308	ENSMUSG00000023411	Nfatc4
ENSMUST00000226834	ENSMUSG00000023411	Nfatc4
ENSMUST00000226536	ENSMUSG00000023411	Nfatc4
ENSMUST00000226716	ENSMUSG00000023411	Nfatc4
ENSMUST00000226293	ENSMUSG00000023411	Nfatc4
ENSMUST00000226869	ENSMUSG00000023411	Nfatc4
ENSMUST00000227465	ENSMUSG00000075592	Nynrin
ENSMUST00000168479	ENSMUSG00000075592	Nynrin
ENSMUST00000100529	ENSMUSG00000075592	Nynrin
ENSMUST00000063871	ENSMUSG00000040380	Cbln3
ENSMUST00000172378	ENSMUSG00000040380	Cbln3
ENSMUST00000022831	ENSMUSG00000047153	Khnyn
ENSMUST00000227462	ENSMUSG00000047153	Khnyn
ENSMUST00000228462	ENSMUSG00000047153	Khnyn
ENSMUST00000227211	ENSMUSG00000022223	Sdr39u1
ENSMUST00000111325	ENSMUSG00000022223	Sdr39u1
ENSMUST00000227032	ENSMUSG00000022223	Sdr39u1
ENSMUST00000227163	ENSMUSG00000022223	Sdr39u1
ENSMUST00000226427	ENSMUSG00000022223	Sdr39u1
ENSMUST00000227268	ENSMUSG00000022223	Sdr39u1
ENSMUST00000227387	ENSMUSG00000022223	Sdr39u1
ENSMUST00000227139	ENSMUSG00000022223	Sdr39u1
ENSMUST00000228209	ENSMUSG00000022223	Sdr39u1
ENSMUST00000227499	ENSMUSG00000022223	Sdr39u1
ENSMUST00000227712	ENSMUSG00000022223	Sdr39u1
ENSMUST00000227965	ENSMUSG00000022223	Sdr39u1
ENSMUST00000226273	ENSMUSG00000022223	Sdr39u1
ENSMUST00000226338	ENSMUSG00000022223	Sdr39u1
ENSMUST00000226746	ENSMUSG00000022223	Sdr39u1
ENSMUST00000228151	ENSMUSG00000022223	Sdr39u1
ENSMUST00000227677	ENSMUSG00000022223	Sdr39u1
ENSMUST00000227704	ENSMUSG00000114978	Gm48925
ENSMUST00000226280	ENSMUSG00000022225	Cma1
ENSMUST00000022834	ENSMUSG00000022225	Cma1
ENSMUST00000228879	ENSMUSG00000115592	Mcpt-ps1
ENSMUST00000228685	ENSMUSG00000115592	Mcpt-ps1
ENSMUST00000228263	ENSMUSG00000068289	Cma2
ENSMUST00000089555	ENSMUSG00000068289	Cma2
ENSMUST00000227962	ENSMUSG00000115179	Gm48927
ENSMUST00000228271	ENSMUSG00000115757	Gm48934
ENSMUST00000182247	ENSMUSG00000058581	Gm5801
ENSMUST00000022836	ENSMUSG00000022227	Mcpt1
ENSMUST00000095798	ENSMUSG00000071361	Mcpt9
ENSMUST00000015576	ENSMUSG00000022226	Mcpt2
ENSMUST00000043249	ENSMUSG00000061068	Mcpt4
ENSMUST00000015594	ENSMUSG00000022157	Mcpt8
ENSMUST00000225107	ENSMUSG00000022157	Mcpt8
ENSMUST00000184701	ENSMUSG00000098961	Mir6949
ENSMUST00000015583	ENSMUSG00000040314	Ctsg
ENSMUST00000225312	ENSMUSG00000040314	Ctsg
ENSMUST00000089549	ENSMUSG00000022156	Gzme
ENSMUST00000082093	ENSMUSG00000059256	Gzmd
ENSMUST00000015578	ENSMUSG00000040284	Gzmg
ENSMUST00000224928	ENSMUSG00000114908	Gm9547
ENSMUST00000015587	ENSMUSG00000015443	Gzmn
ENSMUST00000225535	ENSMUSG00000015443	Gzmn
ENSMUST00000223614	ENSMUSG00000114303	Gm4022
ENSMUST00000224626	ENSMUSG00000114392	Gm8961
ENSMUST00000223969	ENSMUSG00000114806	Gm8963
ENSMUST00000022757	ENSMUSG00000015441	Gzmf
ENSMUST00000015585	ENSMUSG00000079186	Gzmc
ENSMUST00000103972	ENSMUSG00000077160	Gm24118
ENSMUST00000182170	ENSMUSG00000097936	Gm4819
ENSMUST00000015581	ENSMUSG00000015437	Gzmb
ENSMUST00000224940	ENSMUSG00000114820	Gm48200
ENSMUST00000007340	ENSMUSG00000022229	Atp12a
ENSMUST00000225698	ENSMUSG00000022229	Atp12a
ENSMUST00000225567	ENSMUSG00000114345	Gm10873
ENSMUST00000095793	ENSMUSG00000000365	Rnf17
ENSMUST00000223627	ENSMUSG00000000365	Rnf17
ENSMUST00000225361	ENSMUSG00000000365	Rnf17
ENSMUST00000225621	ENSMUSG00000000365	Rnf17
ENSMUST00000223646	ENSMUSG00000000365	Rnf17
ENSMUST00000225737	ENSMUSG00000000365	Rnf17
ENSMUST00000158136	ENSMUSG00000088761	Gm24392
ENSMUST00000065302	ENSMUSG00000064128	Cenpj
ENSMUST00000225951	ENSMUSG00000064128	Cenpj
ENSMUST00000226026	ENSMUSG00000064128	Cenpj
ENSMUST00000229861	ENSMUSG00000064128	Cenpj
ENSMUST00000224748	ENSMUSG00000064128	Cenpj
ENSMUST00020183694	ENSMUSG00002075720	Y_RNA
ENSMUST00000161553	ENSMUSG00000054509	Parp4
ENSMUST00000162312	ENSMUSG00000054509	Parp4
ENSMUST00000160334	ENSMUSG00000090038	Gm16573
ENSMUST00000162231	ENSMUSG00000090038	Gm16573
ENSMUST00000161382	ENSMUSG00000090038	Gm16573
ENSMUST00000211600	ENSMUSG00000110165	Btf3-ps18
ENSMUST00000210886	ENSMUSG00000110165	Btf3-ps18
ENSMUST00000210920	ENSMUSG00000110165	Btf3-ps18
ENSMUST00000116468	ENSMUSG00000079184	Mphosph8
ENSMUST00000130246	ENSMUSG00000079184	Mphosph8
ENSMUST00000152606	ENSMUSG00000079184	Mphosph8
ENSMUST00000138174	ENSMUSG00000079184	Mphosph8
ENSMUST00000152370	ENSMUSG00000079184	Mphosph8
ENSMUST00000179141	ENSMUSG00000093814	Gm9637
ENSMUST00000223777	ENSMUSG00000114252	Gm5630
ENSMUST00000224681	ENSMUSG00000114877	Gm33022
ENSMUST00000225025	ENSMUSG00000114919	Gm6122
ENSMUST00000224018	ENSMUSG00000114304	Gm48099
ENSMUST00000223602	ENSMUSG00000114906	Gm48098
ENSMUST00000171982	ENSMUSG00000091557	Gm8584
ENSMUST00000164061	ENSMUSG00000091929	Gm8582
ENSMUST00000224448	ENSMUSG00000114819	Gm48785
ENSMUST00000225256	ENSMUSG00000114445	Gm7089
ENSMUST00000224364	ENSMUSG00000114636	Gm18275
ENSMUST00000225519	ENSMUSG00000114580	Gm48782
ENSMUST00000225809	ENSMUSG00000114318	Gm48781
ENSMUST00000124353	ENSMUSG00000058317	Ube2e2
ENSMUST00000150727	ENSMUSG00000058317	Ube2e2
ENSMUST00000176931	ENSMUSG00000058317	Ube2e2
ENSMUST00000176062	ENSMUSG00000058317	Ube2e2
ENSMUST00000177398	ENSMUSG00000058317	Ube2e2
ENSMUST00000177259	ENSMUSG00000058317	Ube2e2
ENSMUST00000151926	ENSMUSG00000058317	Ube2e2
ENSMUST00000144873	ENSMUSG00000058317	Ube2e2
ENSMUST00000176555	ENSMUSG00000058317	Ube2e2
ENSMUST00000076133	ENSMUSG00000058317	Ube2e2
ENSMUST00000176843	ENSMUSG00000058317	Ube2e2
ENSMUST00000175643	ENSMUSG00000058317	Ube2e2
ENSMUST00000135381	ENSMUSG00000058317	Ube2e2
ENSMUST00000176672	ENSMUSG00000058317	Ube2e2
ENSMUST00000118355	ENSMUSG00000083606	Gm15916
ENSMUST00000104501	ENSMUSG00000077689	Gm22499
ENSMUST00000224515	ENSMUSG00000114529	Gm4939
ENSMUST00000038304	ENSMUSG00000035129	Gm6781
ENSMUST00000083924	ENSMUSG00000065858	Gm22350
ENSMUST00000022296	ENSMUSG00000021774	Ube2e1
ENSMUST00000225612	ENSMUSG00000021774	Ube2e1
ENSMUST00000161580	ENSMUSG00000021774	Ube2e1
ENSMUST00000160266	ENSMUSG00000021774	Ube2e1
ENSMUST00000162831	ENSMUSG00000021774	Ube2e1
ENSMUST00000132374	ENSMUSG00000021772	Nkiras1
ENSMUST00000022294	ENSMUSG00000021772	Nkiras1
ENSMUST00000133460	ENSMUSG00000021772	Nkiras1
ENSMUST00000156186	ENSMUSG00000021772	Nkiras1
ENSMUST00000150209	ENSMUSG00000021772	Nkiras1
ENSMUST00000152735	ENSMUSG00000021772	Nkiras1
ENSMUST00000145355	ENSMUSG00000021772	Nkiras1
ENSMUST00000147121	ENSMUSG00000012405	Rpl15
ENSMUST00000080281	ENSMUSG00000012405	Rpl15
ENSMUST00000079419	ENSMUSG00000012405	Rpl15
ENSMUST00000100799	ENSMUSG00000012405	Rpl15
ENSMUST00000112598	ENSMUSG00000012405	Rpl15
ENSMUST00000224196	ENSMUSG00000012405	Rpl15
ENSMUST00000224608	ENSMUSG00000114894	Gm7084
ENSMUST00000090543	ENSMUSG00000021775	Nr1d2
ENSMUST00000143308	ENSMUSG00000021775	Nr1d2
ENSMUST00000225491	ENSMUSG00000021775	Nr1d2
ENSMUST00000225308	ENSMUSG00000021775	Nr1d2
ENSMUST00000224869	ENSMUSG00000114678	Gm48481
ENSMUST00000182377	ENSMUSG00000098079	Gm6773
ENSMUST00000226070	ENSMUSG00000114517	Gm19290
ENSMUST00020182842	ENSMUSG00002076862	U7
ENSMUST00000022304	ENSMUSG00000021779	Thrb
ENSMUST00000022303	ENSMUSG00000021779	Thrb
ENSMUST00000091471	ENSMUSG00000021779	Thrb
ENSMUST00000224934	ENSMUSG00000021779	Thrb
ENSMUST00000224597	ENSMUSG00000021779	Thrb
ENSMUST00000224470	ENSMUSG00000021779	Thrb
ENSMUST00000224438	ENSMUSG00000021779	Thrb
ENSMUST00000224512	ENSMUSG00000114504	Gm48321
ENSMUST00000225876	ENSMUSG00000114504	Gm48321
ENSMUST00020183091	ENSMUSG00002074873	7SK
ENSMUST00000225878	ENSMUSG00000114281	Gm48320
ENSMUST00000224880	ENSMUSG00000114769	Gm48312
ENSMUST00000225472	ENSMUSG00000114296	Pou5f1-rs6
ENSMUST00000224816	ENSMUSG00000114202	Gm18078
ENSMUST00000223705	ENSMUSG00000114890	Tpi-rs9
ENSMUST00000223976	ENSMUSG00000017491	Rarb
ENSMUST00000225245	ENSMUSG00000017491	Rarb
ENSMUST00000225921	ENSMUSG00000017491	Rarb
ENSMUST00000063750	ENSMUSG00000017491	Rarb
ENSMUST00000223576	ENSMUSG00000017491	Rarb
ENSMUST00000225356	ENSMUSG00000017491	Rarb
ENSMUST00000225594	ENSMUSG00000017491	Rarb
ENSMUST00000224418	ENSMUSG00000114463	Gm48162
ENSMUST00000017629	ENSMUSG00000017485	Top2b
ENSMUST00000224460	ENSMUSG00000017485	Top2b
